KEY	SEVERITY	TYPE	COMPONENT	LINE	MESSAGE
AZnD6alfE_2A7xMuD-fG	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	91	Remove this redundant jump.
AZnD6alfE_2A7xMuD-fI	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	125	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alfE_2A7xMuD-fJ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	134	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alfE_2A7xMuD-fK	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	142	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alfE_2A7xMuD-fN	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	249	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fO	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	249	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6alfE_2A7xMuD-fP	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	249	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fS	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	251	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fT	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	263	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	265	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	266	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	267	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fY	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	268	Prefer `globalThis` over `window`.
AZnD6alfE_2A7xMuD-fZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	270	Handle this exception or don't catch it at all.
AZnD6alfE_2A7xMuD-fa	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	281	Handle this exception or don't catch it at all.
AZnD6alfE_2A7xMuD-fc	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/setup.js	349	Prefer `globalThis` over `window`.
AZnD6akXE_2A7xMuD-b-	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	50	Prefer `Math.max()` to simplify ternary expressions.
AZnD6akXE_2A7xMuD-b_	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	53	Prefer `Number.parseFloat` over `parseFloat`.
AZnD6akXE_2A7xMuD-cA	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	123	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6akXE_2A7xMuD-cB	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	134	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6akXE_2A7xMuD-cC	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	142	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6akXE_2A7xMuD-cD	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	143	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6akXE_2A7xMuD-cE	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	144	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6akXE_2A7xMuD-cG	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	156	'(from: number, length?: number): string' is deprecated.
AZnD6akXE_2A7xMuD-cI	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	225	Unnecessary `.getTime()` call.
AZnD6akXE_2A7xMuD-cJ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	226	Avoid using `instanceof` for type checking as it can lead to unreliable results.
AZnD6akXE_2A7xMuD-cK	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	229	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cL	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	272	Unexpected negated condition.
AZnD6akXE_2A7xMuD-cM	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	299	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cN	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	313	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cP	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	387	Prefer `Number.isNaN` over `isNaN`.
AZnD6akXE_2A7xMuD-cQ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	387	Prefer `Number.isNaN` over `isNaN`.
AZnD6akXE_2A7xMuD-cR	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	387	Prefer `Number.parseFloat` over `parseFloat`.
AZnD6akXE_2A7xMuD-cS	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	426	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cT	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	436	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	447	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	462	Handle this exception or don't catch it at all.
AZnD6akXE_2A7xMuD-cW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	472	Handle this exception or don't catch it at all.
AZnD6akXE_2A7xMuD-cX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	482	Handle this exception or don't catch it at all.
AZnD6akXE_2A7xMuD-cY	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	493	Handle this exception or don't catch it at all.
AZnD6akXE_2A7xMuD-cZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	503	Handle this exception or don't catch it at all.
AZnD6akXE_2A7xMuD-ca	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	517	Prefer `Number.parseInt` over `parseInt`.
AZnD6akXE_2A7xMuD-cb	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	518	Prefer `Number.parseInt` over `parseInt`.
AZnD6akXE_2A7xMuD-cc	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	519	Prefer `Number.parseInt` over `parseInt`.
AZnD6akXE_2A7xMuD-ce	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	563	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akXE_2A7xMuD-cf	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	593	Prefer `globalThis.window` over `window`.
AZnD6akXE_2A7xMuD-cg	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils.js	594	Prefer `globalThis` over `window`.
AZnD6ak7E_2A7xMuD-dx	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	23	Prefer `globalThis` over `window`.
AZnD6ak7E_2A7xMuD-dy	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	27	Prefer `globalThis` over `window`.
AZnD6ak7E_2A7xMuD-dz	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	27	Prefer `globalThis` over `window`.
AZnD6ak7E_2A7xMuD-d0	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	59	Remove the declaration of the unused 'timestamp' variable.
AZnD6ak7E_2A7xMuD-d1	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	59	Remove this useless assignment to variable "timestamp".
AZnD6ak7E_2A7xMuD-d2	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	60	Remove the declaration of the unused 'prefix' variable.
AZnD6ak7E_2A7xMuD-d3	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	60	Remove this useless assignment to variable "prefix".
AZnD6ak7E_2A7xMuD-d4	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	161	Prefer `globalThis` over `window`.
AZnD6ak7E_2A7xMuD-d5	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	185	Prefer `globalThis` over `window`.
AZnD6ak7E_2A7xMuD-d6	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/debug-manager.js	186	Prefer `globalThis` over `window`.
AZnD6akwE_2A7xMuD-dp	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	12	Refactor this function to reduce its Cognitive Complexity from 54 to the 15 allowed.
AZnD6akwE_2A7xMuD-dq	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	73	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akwE_2A7xMuD-dr	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	114	Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.
AZnD6akwE_2A7xMuD-ds	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	187	Replace this if-then-else flow by a single return statement.
AZnD6akwE_2A7xMuD-dt	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	218	Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.
AZnD6akwE_2A7xMuD-du	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	237	Prefer `structuredClone(â¦)` over `JSON.parse(JSON.stringify(â¦))` to create a deep clone.
AZnD6akwE_2A7xMuD-dv	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	238	Handle this exception or don't catch it at all.
AZnD6akwE_2A7xMuD-dw	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/utils/ipc-sanitizer.js	246	Prefer `globalThis` over `window`.
AZnD6ameE_2A7xMuD-f6	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/styles/lite-mode-optimizations.css	152	Unexpected duplicate selector "[data-lite-mode="true"] *", first used at line 16
AZnD6ameE_2A7xMuD-f7	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/styles/lite-mode-optimizations.css	157	Unexpected duplicate selector "[data-lite-mode="true"] *", first used at line 16
AZnD6ameE_2A7xMuD-f8	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/styles/lite-mode-optimizations.css	197	Unexpected duplicate selector "[data-lite-mode="true"] *", first used at line 16
AZnD6aqwE_2A7xMuD-gy	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:test-cache-structure.js	78	Prefer top-level await over using a promise chain.
AZnD6aqqE_2A7xMuD-gt	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:test-steam-ipc.js	12	`String.raw` should be used to avoid escaping `\`.
AZnD6aqqE_2A7xMuD-gu	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:test-steam-ipc.js	32	Prefer `node:module` over `module`.
AZnD6aqqE_2A7xMuD-gv	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:test-steam-ipc.js	118	Prefer top-level await over an async function `testSteamIPC` call.
AZm2cvEykIN1_xueZgcf	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/main.js	1	Unexpected var, use let or const instead.
AZm2cvEykIN1_xueZgch	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/main.js	2	Unexpected var, use let or const instead.
AZm2cvEykIN1_xueZgcg	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/main.js	4	Unexpected var, use let or const instead.
AZm2cvEykIN1_xueZgcj	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/main.js	7	Extract the assignment of "mod" from this expression.
AZm2cvEykIN1_xueZgck	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/main.js	7	Unexpected use of comma operator.
AZm2cvEykIN1_xueZgcl	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/main.js	9	Unexpected var, use let or const instead.
AZm2cvAzkIN1_xueZgYb	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/crash-reporter.js	41	Handle this exception or don't catch it at all.
AZm2cvAzkIN1_xueZgYc	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/crash-reporter.js	44	Prefer `String#replaceAll()` over `String#replace()`.
AZm2cvB7kIN1_xueZgZa	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/default-config.js	1	Unexpected var, use let or const instead.
AZm2cvB7kIN1_xueZgZc	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/default-config.js	2	Unexpected var, use let or const instead.
AZm2cvB7kIN1_xueZgZb	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/default-config.js	4	Unexpected var, use let or const instead.
AZm2cvB7kIN1_xueZgZe	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/default-config.js	7	Extract the assignment of "mod" from this expression.
AZm2cvB7kIN1_xueZgZf	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/default-config.js	7	Unexpected use of comma operator.
AZm2cvB7kIN1_xueZgZg	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/default-config.js	9	Unexpected var, use let or const instead.
AZm2cvBLkIN1_xueZgYm	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	1	Unexpected var, use let or const instead.
AZm2cvBLkIN1_xueZgYo	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	2	Unexpected var, use let or const instead.
AZm2cvBLkIN1_xueZgYn	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	4	Unexpected var, use let or const instead.
AZm2cvBLkIN1_xueZgYq	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	7	Extract the assignment of "mod" from this expression.
AZm2cvBLkIN1_xueZgYr	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	7	Unexpected use of comma operator.
AZm2cvBLkIN1_xueZgYs	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	9	Unexpected var, use let or const instead.
AZm2cvBLkIN1_xueZgYx	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	535	Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.
AZm2cvDEkIN1_xueZgbH	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	79	Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.
AZm2cvDEkIN1_xueZgbO	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	251	Handle this exception or don't catch it at all.
AZm2cvBbkIN1_xueZgZF	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	33	Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.
AZm2cvEckIN1_xueZgcG	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	1	Unexpected var, use let or const instead.
AZm2cvEckIN1_xueZgcI	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	2	Unexpected var, use let or const instead.
AZm2cvEckIN1_xueZgcH	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	4	Unexpected var, use let or const instead.
AZm2cvEckIN1_xueZgcK	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	7	Extract the assignment of "mod" from this expression.
AZm2cvEckIN1_xueZgcL	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	7	Unexpected use of comma operator.
AZm2cvEckIN1_xueZgcM	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	9	Unexpected var, use let or const instead.
AZm2cvEckIN1_xueZgcQ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	43	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcR	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	297	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcS	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	307	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcT	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	311	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	325	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	328	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	342	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	345	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	394	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgca	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	399	Handle this exception or don't catch it at all.
AZm2cvEckIN1_xueZgcc	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/i18n.js	440	Unexpected negated condition.
AZm2cvCukIN1_xueZgZ4	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-integration.js	1	Unexpected var, use let or const instead.
AZm2cvCukIN1_xueZgZ6	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-integration.js	2	Unexpected var, use let or const instead.
AZm2cvCukIN1_xueZgZ5	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-integration.js	4	Unexpected var, use let or const instead.
AZm2cvCukIN1_xueZgZ8	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-integration.js	7	Extract the assignment of "mod" from this expression.
AZm2cvCukIN1_xueZgZ9	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-integration.js	7	Unexpected use of comma operator.
AZm2cvCukIN1_xueZgZ-	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-integration.js	9	Unexpected var, use let or const instead.
AZm2cvARkIN1_xueZgX7	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-local-games.js	43	`String.raw` should be used to avoid escaping `\`.
AZm2cvARkIN1_xueZgX8	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-local-games.js	44	`String.raw` should be used to avoid escaping `\`.
AZm2cvARkIN1_xueZgX9	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-local-games.js	45	`String.raw` should be used to avoid escaping `\`.
AZm2cvARkIN1_xueZgX-	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-local-games.js	46	`String.raw` should be used to avoid escaping `\`.
AZm2cvARkIN1_xueZgYE	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/steam-local-games.js	97	Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.
AZm2cvQ4kIN1_xueZhRa	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:electron.vite.config.ts	98	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvAzkIN1_xueZgYZ	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/crash-reporter.js	26	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvAzkIN1_xueZgYk	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/crash-reporter.js	398	'(from: number, length?: number): string' is deprecated.
AZm2cvAzkIN1_xueZgYl	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/crash-reporter.js	572	Prefer `globalThis` over `global`.
AZm2cvBLkIN1_xueZgYw	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	512	Handle this exception or don't catch it at all.
AZm2cvBLkIN1_xueZgYz	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	596	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvBLkIN1_xueZgY0	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	794	Prefer `globalThis` over `global`.
AZm2cvBLkIN1_xueZgY1	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	794	Prefer `globalThis` over `global`.
AZm2cvBLkIN1_xueZgY2	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/filesystem.js	796	Prefer `structuredClone(â¦)` over `JSON.parse(JSON.stringify(â¦))` to create a deep clone.
AZm2cvDEkIN1_xueZgbF	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	10	Prefer class field declaration over `this` assignment in constructor for static values.
AZm2cvDEkIN1_xueZgbG	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	68	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvDEkIN1_xueZgbI	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	84	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvDEkIN1_xueZgbJ	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	92	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvDEkIN1_xueZgbK	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	108	Prefer `.at(â¦)` over `[â¦.length - index]`.
AZm2cvDEkIN1_xueZgbM	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	128	Prefer `.at(â¦)` over `[â¦.length - index]`.
AZm2cvDEkIN1_xueZgbN	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	133	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvDEkIN1_xueZgbP	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	300	Prefer `globalThis` over `global`.
AZm2cvDEkIN1_xueZgbR	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	432	Handle this exception or don't catch it at all.
AZm2cvDEkIN1_xueZgbS	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	482	Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
AZm2cvDEkIN1_xueZgbY	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	508	Prefer `globalThis` over `global`.
AZm2cvDEkIN1_xueZgbZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	508	Prefer `globalThis` over `global`.
AZm2cvDEkIN1_xueZgbW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	521	Prefer `structuredClone(â¦)` over `JSON.parse(JSON.stringify(â¦))` to create a deep clone.
AZm2cvDEkIN1_xueZgbT	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	538	Prefer `globalThis` over `global`.
AZm2cvDEkIN1_xueZgbU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	538	Prefer `globalThis` over `global`.
AZm2cvDEkIN1_xueZgbb	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/goldberg-migration.js	551	Prefer `structuredClone(â¦)` over `JSON.parse(JSON.stringify(â¦))` to create a deep clone.
AZm2cvBbkIN1_xueZgZD	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	21	Remove the declaration of the unused 'currentUser' variable.
AZm2cvBbkIN1_xueZgZE	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	21	Remove this useless assignment to variable "currentUser".
AZm2cvBbkIN1_xueZgZG	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	38	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvBbkIN1_xueZgZH	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	46	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZm2cvBbkIN1_xueZgZI	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	62	Prefer `.at(â¦)` over `[â¦.length - index]`.
AZm2cvBbkIN1_xueZgZK	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/main/modules/gse-saves.js	83	Prefer `.at(â¦)` over `[â¦.length - index]`.
